Dönem,TARİH,Başlama Saati,Bitiş Saati,KONU,DİLİM ADI / ANABİLİM DALI,YER,,,,,,
Dönem 1,3 Nisan 2026 Cuma,08:30,09:10,1-Cinsiyetin belirlenmesi ve kromozomlar / Prof. Dr. Çiğdem KEKİK ÇINAR ( Prof.Dr. Fatma OĞUZ),HAYATIN EVRELERİ DİLİMİ / TIBBİ BİYOLOJİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,3 Nisan 2026 Cuma,09:20,10:00,2-Popülasyon Genetiği (Bağlantı ve kromozom haritaları) / Prof. Dr. Sacide PEHLİVAN ( Prof.Dr. Fatma OĞUZ),HAYATIN EVRELERİ DİLİMİ / TIBBİ BİYOLOJİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,3 Nisan 2026 Cuma,10:30,12:20,UYGULAMA,DOKU DİLİMİ ,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI DÖNEM 1 UYGULAMA PROGRAMINA BAKINIZ,,,,,,
Dönem 1,3 Nisan 2026 Cuma,12:30,14:00,ÖĞLE ARASI,,,,,,,,
Dönem 1,3 Nisan 2026 Cuma,14:00,16:50,Anatomi Uygulama 9 / 21,HAREKET-1 DİLİMİ / ANATOMİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI DÖNEM 1 UYGULAMA PROGRAMINA BAKINIZ,,,,,,
Dönem 1,6 Nisan 2026 Pazartesi,08:30,09:10,SERBEST ÇALIŞMA,,,,,,,,
Dönem 1,6 Nisan 2026 Pazartesi,09:30,10:20,ENTEGRE OTURUM-Kanın Donörden Hastaya Yolculuğu / Prof. Dr. Sevgi BEŞIŞIK KALAYOĞLU -Prof. Dr. Çiğdem KEKİK ÇINAR (İngilizce Tıp ile ortak ders),DOKU DİLİMİ / TIBBİ BİYOLOJİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,6 Nisan 2026 Pazartesi,10:30,12:20,UYGULAMA,DOKU DİLİMİ ,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI DÖNEM 1 UYGULAMA PROGRAMINA BAKINIZ,,,,,,
Dönem 1,6 Nisan 2026 Pazartesi,12:30,13:30,ÖĞLE ARASI,,,,,,,,
Dönem 1,6 Nisan 2026 Pazartesi,13:30,16:20,Anatomi Uygulama 10 / 21,HAREKET-1 DİLİMİ / ANATOMİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI DÖNEM 1 UYGULAMA PROGRAMINA BAKINIZ,,,,,,
Dönem 1,7 Nisan 2026 Salı,08:30,09:10,3-Sıvı kompartmanları ve iyon bileşimleri /  Prof.Dr. Tamer DEMİRALP(Prof. Dr. Aytül UYAR),DOKU DİLİMİ / FİZYOLOJİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,7 Nisan 2026 Salı,09:20,10:00,4-Vücut sıvılarının klinik anomalileri / Prof.Dr. Tamer DEMİRALP(Prof. Dr. Aytül UYAR),DOKU DİLİMİ / FİZYOLOJİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,7 Nisan 2026 Salı,10:30,12:20,UYGULAMA,DOKU DİLİMİ ,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI DÖNEM 1 UYGULAMA PROGRAMINA BAKINIZ,,,,,,
Dönem 1,7 Nisan 2026 Salı,12:30,13:30,ÖĞLE ARASI,,,,,,,,
Dönem 1,7 Nisan 2026 Salı,13:30,14:10,13-Ülkemizde Salgın Hastalıklarla Mücadelenin Tarihi / Prof. Dr. Fatma Arın NAMAL (Prof. Dr. İlhan İLKILIÇ),DİKEY KORİDOR DİLİMİ / TIP TARİHİ VE ETİK A.D.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,7 Nisan 2026 Salı,14:20,15:00,14-Tıp Tarihinde Araştırmalar ve Paradigmalar / Prof. Dr. İlhan İLKILIÇ  (Prof. Dr. Fatma Arın NAMAL),DİKEY KORİDOR DİLİMİ / TIP TARİHİ VE ETİK A.D.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,7 Nisan 2026 Salı,15:10,15:50,,HAYATIN EVRELERİ DİLİMİ / ANATOMİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,7 Nisan 2026 Salı,16:00,16:40,SERBEST ÇALIŞMA,,,,,,,,
Dönem 1,8 Nisan 2026 Çarşamba,08:30,09:10,14-Akson ve dendiritler / Doç.Dr.Tuğba KOTİL(Prof. Dr. Sibel KÖKTÜRK),DOKU DİLİMİ / HİSTOLOJİ VE EMBRİYOLOJİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,8 Nisan 2026 Çarşamba,09:20,10:00,15-Nöroglia hücreleri / Doç.Dr.Tuğba KOTİL(Prof. Dr. Sibel KÖKTÜRK),DOKU DİLİMİ / HİSTOLOJİ VE EMBRİYOLOJİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,8 Nisan 2026 Çarşamba,10:30,12:20,UYGULAMA,DOKU DİLİMİ ,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI DÖNEM 1 UYGULAMA PROGRAMINA BAKINIZ,,,,,,
Dönem 1,8 Nisan 2026 Çarşamba,12:30,13:30,ÖĞLE ARASI,,,,,,,,
Dönem 1,8 Nisan 2026 Çarşamba,13:30,14:10,Seçmeli Dersler - 7,,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI SEÇMELİ DERS AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,8 Nisan 2026 Çarşamba,14:20,15:00,Seçmeli Dersler - 7,,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI SEÇMELİ DERS AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,8 Nisan 2026 Çarşamba,15:10,15:50,Seçmeli Dersler - 7,,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI SEÇMELİ DERS AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,9 Nisan 2026 Perşembe,08:30,09:10,5-Sirkadiyen Ritimler / Prof.Dr. Tamer DEMİRALP (Prof. Dr. Aytül UYAR),DOKU DİLİMİ / FİZYOLOJİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,9 Nisan 2026 Perşembe,09:20,10:00,6-Zar Potansiyeli / Prof. Dr. Tamer DEMİRALP (Prof. Dr. Aytül UYAR),DOKU DİLİMİ / FİZYOLOJİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,9 Nisan 2026 Perşembe,10:30,12:20,UYGULAMA,DOKU DİLİMİ ,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI DÖNEM 1 UYGULAMA PROGRAMINA BAKINIZ,,,,,,
Dönem 1,9 Nisan 2026 Perşembe,12:30,13:30,ÖĞLE ARASI,,,,,,,,
Dönem 1,9 Nisan 2026 Perşembe,13:30,14:10,2-Gebelik Doğum ve Lohusalık / Prof. Dr. İbrahim Halil KALELİOĞLU (Dr. Öğr Üyesi İnci Sema TAŞ),HAYATIN EVRELERİ DİLİMİ / KADIN HASTALIKLARI VE DOĞUM AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,9 Nisan 2026 Perşembe,14:20,15:00,1-Kadın Hayatının Evreleri / Prof. Dr. Süleyman Engin AKHAN (Dr.Öğr.Üyesi İpek Merve EVRÜKE),HAYATIN EVRELERİ DİLİMİ / KADIN HASTALIKLARI VE DOĞUM AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,9 Nisan 2026 Perşembe,15:10,16:10,9-İLETİŞİM BECERİLERİ 2 (Film 4‘nın tartışılması) / Doç. Dr. Ayşe Nilüfer ALÇALAR (Dr. Öğr. Üyesi Irmak Polat),DİKEY KORİDOR DİLİMİ / RUH SAĞLIĞI VE HASTALIKLARI AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,9 Nisan 2026 Perşembe,16:20,17:20,8-İLETİŞİM BECERİLERİ 2 (Film 4‘in izlenmesi) /  Doç. Dr. Ayşe Nilüfer ALÇALAR (Dr. Öğr. Üyesi Irmak Polat),DİKEY KORİDOR DİLİMİ / RUH SAĞLIĞI VE HASTALIKLARI AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,10 Nisan 2026 Cuma,08:30,09:10,7-Aksiyon potansiyelinin oluşumui / Prof. Dr. Tamer DEMİRALP (Prof. Dr. Aytül UYAR),DOKU DİLİMİ / FİZYOLOJİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,10 Nisan 2026 Cuma,09:20,10:00,8-Aksiyon Potansiyelinin Yayılımı ve Çeşitli Dokularda Aksiyom Potansiyelleri / Prof. Dr. Tamer DEMİRALP (Prof. Dr. Aytül UYAR),DOKU DİLİMİ / FİZYOLOJİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,10 Nisan 2026 Cuma,10:30,12:20,UYGULAMA,DOKU DİLİMİ ,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI DÖNEM 1 UYGULAMA PROGRAMINA BAKINIZ,,,,,,
Dönem 1,10 Nisan 2026 Cuma,12:30,14:00,ÖĞLE ARASI,,,,,,,,
Dönem 1,10 Nisan 2026 Cuma,14:00,16:50,Anatomi Uygulama 11 / 21,HAREKET-1 DİLİMİ / ANATOMİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI DÖNEM 1 UYGULAMA PROGRAMINA BAKINIZ,,,,,,
Dönem 1,13 Nisan 2026 Pazartesi,09:00,16:30,TIBBA MERHABADAN DÖNEM II YE MERHABA / Dr. Öğr. Üyesi Hacer Ayşen YAVRU,ZORUNLU SEÇMELİ,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,14 Nisan 2026 Salı,09:00,16:30,TIBBA MERHABADAN DÖNEM II YE MERHABA / Dr. Öğr. Üyesi Hacer Ayşen YAVRU,ZORUNLU SEÇMELİ,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,15 Nisan 2026 Çarşamba,08:30,16:00,Akad-e Medikal Etkinliği,,,,,,,,
Dönem 1,15 Nisan 2026 Çarşamba,13:30,14:10,Seçmeli Dersler - 8,,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI SEÇMELİ DERS AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,15 Nisan 2026 Çarşamba,14:20,15:00,Seçmeli Dersler - 8,,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI SEÇMELİ DERS AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,15 Nisan 2026 Çarşamba,15:10,15:50,Seçmeli Dersler - 8,,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI SEÇMELİ DERS AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,16 Nisan 2026 Perşembe,09:00,16:30,TIBBA MERHABADAN DÖNEM II YE MERHABA / Dr. Öğr. Üyesi Hacer Ayşen YAVRU,ZORUNLU SEÇMELİ,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,17 Nisan 2026 Cuma,09:00,16:30,TIBBA MERHABADAN DÖNEM II YE MERHABA / Dr. Öğr. Üyesi Hacer Ayşen YAVRU,ZORUNLU SEÇMELİ,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,20 Nisan 2026 Pazartesi,08:30,10:20,UYGULAMA (PDÖ D3),DOKU DİLİMİ ,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI DÖNEM 1 UYGULAMA PROGRAMINA BAKINIZ,,,,,,
Dönem 1,20 Nisan 2026 Pazartesi,08:30,09:10,1-Aile danışmanlığı / Doç.Dr.Abdurrahman Cahid ÖRENGÜL,HAYATIN EVRELERİ DİLİMİ / ÇOCUK VE ERGEN RUH SAĞLIĞI VE HASTALIKLARI AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,20 Nisan 2026 Pazartesi,09:20,10:00,2-Aile danışmanlığı / Doç.Dr.Abdurrahman Cahid ÖRENGÜL,HAYATIN EVRELERİ DİLİMİ / ÇOCUK VE ERGEN RUH SAĞLIĞI VE HASTALIKLARI AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,20 Nisan 2026 Pazartesi,10:30,12:20,UYGULAMA,DOKU DİLİMİ ,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI DÖNEM 1 UYGULAMA PROGRAMINA BAKINIZ,,,,,,
Dönem 1,20 Nisan 2026 Pazartesi,12:30,13:30,ÖĞLE ARASI,,,,,,,,
Dönem 1,20 Nisan 2026 Pazartesi,13:30,14:10,7-Biyolojik Sistemlerde Kontrolün Temelleri - Sibernetik (Kontrol Teorisi) / Prof. Dr. Handan AKÇAKAYA (Prof. Dr. Işıl ALBENİZ),DOKU DİLİMİ / BİYOFİZİK AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,20 Nisan 2026 Pazartesi,14:20,15:00,8-Bilgi Kuramı - Canlı Sistemlerde Bilgi İçeriği ve Bilgi İletimi / Prof. Dr. Handan AKÇAKAYA (Prof. Dr. Işıl ALBENİZ),DOKU DİLİMİ / BİYOFİZİK AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,20 Nisan 2026 Pazartesi,15:10,16:10,10-İLETİŞİM BECERİLERİ 2 (Film 5‘in İzlenmesi) /  Doç. Dr. Ayşe Nilüfer ALÇALAR(Dr. Öğr. Üyesi Irmak Polat  ),DİKEY KORİDOR DİLİMİ / RUH SAĞLIĞI VE HASTALIKLARI AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,20 Nisan 2026 Pazartesi,16:20,17:20,11-İLETİŞİM BECERİLERİ 2 (Film 5‘in tartışılması) / Doç. Dr. Ayşe Nilüfer ALÇALAR  (Dr. Öğr. Üyesi Irmak Polat),DİKEY KORİDOR DİLİMİ / RUH SAĞLIĞI VE HASTALIKLARI AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,21 Nisan 2026 Salı,08:30,09:10,SERBEST ÇALIŞMA,,,,,,,,
Dönem 1,21 Nisan 2026 Salı,09:30,11:20,UYGULAMA( B grubu Enjeksiyon),DİKEY KORİDOR DİLİMİ,,,,,,,
Dönem 1,21 Nisan 2026 Salı,12:00,13:00,UZAKTAN EĞİTİM DERSLERİ DİLİM SINAVLARI,ATATÜRK İLKELERİ VE İNKLAP TARİHİ-II + TÜRK DİLİ-II + YABANCI UYRUKLULAR İÇİN ATATÜRK İLKELERİ VE İNKLAP TARİHİ-II + TÜRK DİLİ-II ,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,21 Nisan 2026 Salı,13:30,14:30,UZAKTAN EĞİTİM DERSLERİ DİLİM SINAVI,YABANCI DİL II,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,21 Nisan 2026 Salı,14:45,15:10,KARİYER PLANLAMA  VİZE SINAVI,,,,,,,,
Dönem 1,22 Nisan 2026 Çarşamba,08:30,10:20,UYGULAMA (PDÖ D3),DOKU DİLİMİ ,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI DÖNEM 1 UYGULAMA PROGRAMINA BAKINIZ,,,,,,
Dönem 1,22 Nisan 2026 Çarşamba,08:30,09:10,1-Embriyolojik dönem I-II (ilk 1 ay) / Dr. Öğr. Üyesi Tuğba EKİZ YILMAZ (Doç. Dr. Elif KERVANCIOĞLU DEMİRCİ),HAYATIN EVRELERİ DİLİMİ / HİSTOLOJİ VE EMBRİYOLOJİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,22 Nisan 2026 Çarşamba,09:20,10:00,2-Fetal dönem / Dr. Öğr. Üyesi Tuğba EKİZ YILMAZ (Doç. Dr. Elif KERVANCIOĞLU DEMİRCİ),HAYATIN EVRELERİ DİLİMİ / HİSTOLOJİ VE EMBRİYOLOJİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,22 Nisan 2026 Çarşamba,10:30,12:20,UYGULAMA,DOKU DİLİMİ ,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI DÖNEM 1 UYGULAMA PROGRAMINA BAKINIZ,,,,,,
Dönem 1,22 Nisan 2026 Çarşamba,12:30,13:30,ÖĞLE ARASI,,,,,,,,
Dönem 1,22 Nisan 2026 Çarşamba,13:30,14:10,Seçmeli Dersler - 9,,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI SEÇMELİ DERS AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,22 Nisan 2026 Çarşamba,14:20,15:00,Seçmeli Dersler - 9,,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI SEÇMELİ DERS AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,22 Nisan 2026 Çarşamba,15:10,15:50,Seçmeli Dersler - 9,,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI SEÇMELİ DERS AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,23 Nisan 2026 Perşembe,,,ULUSAL EGEMENLİK VE ÇOCUK BAYRAMI,,,,,,,,
Dönem 1,24 Nisan 2026 Cuma,08:30,09:10,9-Periferik Sinir Fizyolojisi/ Prof. Dr. Tamer DEMİRALP (Prof. Dr. Aytül UYAR),DOKU DİLİMİ / FİZYOLOJİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,24 Nisan 2026 Cuma,09:20,10:00,10-Sinaptik İleti/ Prof. Dr. Tamer DEMİRALP (Prof. Dr. Aytül UYAR),DOKU DİLİMİ / FİZYOLOJİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,24 Nisan 2026 Cuma,10:30,12:20,UYGULAMA,DOKU DİLİMİ ,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI DÖNEM 1 UYGULAMA PROGRAMINA BAKINIZ,,,,,,
Dönem 1,24 Nisan 2026 Cuma,12:30,14.00,ÖĞLE ARASI,,,,,,,,
Dönem 1,24 Nisan 2026 Cuma,14:00,16:50,Anatomi Uygulama 12 / 21,HAREKET-1 DİLİMİ / ANATOMİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI DÖNEM 1 UYGULAMA PROGRAMINA BAKINIZ,,,,,,
Dönem 1,27 Nisan 2026 Pazartesi,08:30,09:10,9-Reseptörlerde Çevirim (Transdüksiyon) ve Psikofizik / Prof. Dr. Handan AKÇAKAYA (Prof. Dr. Işıl ALBENİZ),DOKU DİLİMİ / BİYOFİZİK AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,27 Nisan 2026 Pazartesi,09:20,10:00,10-Dokularda biyoelektrik potansiyeller / Prof. Dr. Leman YALÇINTEPE GÜNEŞTUTAR,DOKU DİLİMİ / BİYOFİZİK AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,27 Nisan 2026 Pazartesi,10:30,12:20,UYGULAMA,DOKU DİLİMİ ,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI DÖNEM 1 UYGULAMA PROGRAMINA BAKINIZ,,,,,,
Dönem 1,27 Nisan 2026 Pazartesi,12:30,13:30,ÖĞLE ARASI,,,,,,,,
Dönem 1,27 Nisan 2026 Pazartesi,13:00,15:00,UYGULAMA PDÖ F4,DOKU DİLİMİ ,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI DÖNEM 1 UYGULAMA PROGRAMINA BAKINIZ,,,,,,
Dönem 1,27 Nisan 2026 Pazartesi,13:30,14:10,1-Normal yenidoğanın özellikleri ve gereksinimleri / Doç. Dr. Beril ÖZALP YAŞA (Prof.Dr. Leyla BİLGİN),HAYATIN EVRELERİ DİLİMİ / ÇOCUK SAĞLIĞI VE HASTALIKLARI AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,27 Nisan 2026 Pazartesi,14:20,15:00,2-Emziklilik /Prof. Dr. Gonca KESKİNDEMİRCİ ( Prof. Dr. Ayşe KILIÇ ),HAYATIN EVRELERİ DİLİMİ / ÇOCUK SAĞLIĞI VE HASTALIKLARI AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,27 Nisan 2026 Pazartesi,15:10,16:10,12-İLETİŞİM BECERİLERİ 2 (Film 6'nın İzlenmesi) / Dr. Öğr. Üyesi Irmak Polat (Doç. Dr. Ayşe Nilüfer ALÇALAR),DİKEY KORİDOR DİLİMİ / RUH SAĞLIĞI VE HASTALIKLARI AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,27 Nisan 2026 Pazartesi,16:20,17:20,13-İLETİŞİM BECERİLERİ 2 (Film 6'nın tartışılması / Dr. Öğr. Üyesi Irmak Polat (Doç. Dr. Ayşe Nilüfer ALÇALAR),DİKEY KORİDOR DİLİMİ / RUH SAĞLIĞI VE HASTALIKLARI AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,28 Nisan 2026 Salı,08:30,09:10,11-Nörotransmiter ve nöromodulatörler / Prof. Dr. Tamer DEMİRALP (Prof. Dr. Aytül UYAR),DOKU DİLİMİ / FİZYOLOJİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,28 Nisan 2026 Salı,09:20,10:00,12-Sinaptikİletinin ÖzgünKarakteristikleri / Prof. Dr. Tamer DEMİRALP (Prof. Dr. Aytül UYAR),DOKU DİLİMİ / FİZYOLOJİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,28 Nisan 2026 Salı,10:30,12:20,UYGULAMA,DOKU DİLİMİ ,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI DÖNEM 1 UYGULAMA PROGRAMINA BAKINIZ,,,,,,
Dönem 1,28 Nisan 2026 Salı,12:30,13:30,ÖĞLE ARASI,,,,,,,,
Dönem 1,28 Nisan 2026 Salı,13:30,15:20,UYGULAMA (PDÖ H3),DOKU DİLİMİ ,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI DÖNEM 1 UYGULAMA PROGRAMINA BAKINIZ,,,,,,
Dönem 1,28 Nisan 2026 Salı,14:20,15:00,3-Gelişim genetiği / Prof. Dr. Sacide PEHLİVAN ( Prof.Dr. Fatma OĞUZ),HAYATIN EVRELERİ DİLİMİ / TIBBİ BİYOLOJİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,28 Nisan 2026 Salı,15:10,15:50,SERBEST ÇALIŞMA,,,,,,,,
Dönem 1,28 Nisan 2026 Salı,16:00,16:40,1-Yaşamda çevrenin önemi / Prof. Dr. Mine KARAGÜLLE,HAYATIN EVRELERİ DİLİMİ / TIBBİ EKOLOJİ VE HİDROKLİMATOLOJİ,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,29 Nisan 2026 Çarşamba,08:30,09:10,1-Molekülden hücreye geçiş (Canlılık Kavramı - Çekirdekli (ökaryot) hücre ve genomu) / Prof. Dr. Işıl ALBENİZ,HAYATIN EVRELERİ DİLİMİ / BİYOFİZİK AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,29 Nisan 2026 Çarşamba,09:20,10:00,2-Hücreden yüksek canlılara geçiş (Embriyonik gelişmenin molekülsel mekanizmaları) - Homeogenler ve gelişmedeki rolleri / Prof. Dr. Işıl ALBENİZ,HAYATIN EVRELERİ DİLİMİ / BİYOFİZİK AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,29 Nisan 2026 Çarşamba,10:30,12:20,UYGULAMA,DOKU DİLİMİ ,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI DÖNEM 1 UYGULAMA PROGRAMINA BAKINIZ,,,,,,
Dönem 1,29 Nisan 2026 Çarşamba,12:30,13:30,ÖĞLE ARASI,,,,,,,,
Dönem 1,29 Nisan 2026 Çarşamba,13:30,14:10,Seçmeli Dersler - 10,,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI SEÇMELİ DERS AMFİ PROGRAMINA BAKINIZ,,,,,,
