Dönem,TARİH,Başlama Saati,Bitiş Saati,KONU,DİLİM ADI / ANABİLİM DALI,YER,,,,,,
Dönem 1,12 Aralık 2025 Cuma,08:30,09:10,3-Gamet hücreleri 1 Oosit olgunlaşması (Oogenez) / Dr. Öğr. Üyesi Tuğba EKİZ YILMAZ (Doç. Dr. Tuğba KOTİL),HÜCRE DİLİMİ / HİSTOLOJİ VE EMBİRİYOLOJİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,12 Aralık 2025 Cuma,09:20,10:00,4- Gamet hücreleri 2 Sperm olgunlaşması (Spermatogenez) / Dr. Öğr. Üyesi Tuğba EKİZ YILMAZ (Doç. Dr. Tuğba KOTİL),HÜCRE DİLİMİ / HİSTOLOJİ VE EMBİRİYOLOJİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,12 Aralık 2025 Cuma,10:30,12:20,UYGULAMA,HÜCRE DİLİMİ,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI DÖNEM 1 UYGULAMA PROGRAMINA BAKINIZ,,,,,,
Dönem 1,12 Aralık 2025 Cuma,14:00,15:50,UYGULAMA,HÜCRE DİLİMİ,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI DÖNEM 1 UYGULAMA PROGRAMINA BAKINIZ,,,,,,
Dönem 1,15 Aralık 2025 Pazartesi,08:30,09:10,SERBEST ÇALIŞMA,,,,,,,,
Dönem 1,15 Aralık 2025 Pazartesi,09:20,10:00,18-Mitoz bölünmede kromozom hareketlerinin mekanizmaları / Prof. Dr. Çiğdem KEKİK ÇINAR ( Prof.Dr. Fatma OĞUZ),HÜCRE DİLİMİ / TIBBİ BİYOLOJİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,15 Aralık 2025 Pazartesi,10:10,10:50,19-Mayoz Bölünme ve Kromozom Düzensizlikleri / Prof. Dr. Çiğdem KEKİK ÇINAR ( Prof.Dr. Fatma OĞUZ),HÜCRE DİLİMİ / TIBBİ BİYOLOJİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,15 Aralık 2025 Pazartesi,11:00,11:40,SERBEST ÇALIŞMA,,,,,,,,
Dönem 1,15 Aralık 2025 Pazartesi,11:50,12:30,SERBEST ÇALIŞMA,,,,,,,,
Dönem 1,15 Aralık 2025 Pazartesi,13:30,14:10,8-Hücre yüzey reseptörlerinin fonksiyonları ve sinyal iletimi / Prof. Dr. Işıl ALBENİZ (Prof. Dr. Handan AKÇAKAYA),HÜCRE DİLİMİ / BİYOFİZİK AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,15 Aralık 2025 Pazartesi,14:20,15:00,9-Hücre döngüsü gelişiminin düzenleyicileri ve siklinler / Prof. Dr. Işıl ALBENİZ (Prof. Dr. Handan AKÇAKAYA),HÜCRE DİLİMİ / BİYOFİZİK AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,15 Aralık 2025 Pazartesi,15:10,15:50,SERBEST ÇALIŞMA,,,,,,,,
Dönem 1,15 Aralık 2025 Pazartesi,16:00,16:40,SERBEST ÇALIŞMA,,,,,,,,
Dönem 1,16 Aralık 2025 Salı,08:30,09:10,SERBEST ÇALIŞMA,,,,,,,,
Dönem 1,16 Aralık 2025 Salı,09:20,10:00,SERBEST ÇALIŞMA,,,,,,,,
Dönem 1,16 Aralık 2025 Salı,10:30,12:20,UYGULAMA,HÜCRE DİLİMİ,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI DÖNEM 1 UYGULAMA PROGRAMINA BAKINIZ,,,,,,
Dönem 1,16 Aralık 2025 Salı,13:30,15:20,UYGULAMA,HÜCRE DİLİMİ,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI DÖNEM 1 UYGULAMA PROGRAMINA BAKINIZ,,,,,,
Dönem 1,16 Aralık 2025 Salı,15.30,16.10,SERBEST ÇALIŞMA,,,,,,,,
Dönem 1,17 Aralık 2025 Çarşamba,08:30,09:10,20-Kromozomal anomaliler /  Prof.Dr. Fatma OĞUZ (Prof. Dr. Selçuk DAŞDEMİR),HÜCRE DİLİMİ / TIBBİ BİYOLOJİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,17 Aralık 2025 Çarşamba,09:20,10:00,"21-Gen, Genom /  Prof.Dr. Fatma OĞUZ (Doç. Dr. Hayriye ŞENTÜRK ÇİFTÇİ)",HÜCRE DİLİMİ / TIBBİ BİYOLOJİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,17 Aralık 2025 Çarşamba,10:30,12:20,UYGULAMA,HÜCRE DİLİMİ,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI DÖNEM 1 UYGULAMA PROGRAMINA BAKINIZ,,,,,,
Dönem 1,17 Aralık 2025 Çarşamba,13:30,14:10,Seçmeli Dersler - 11,,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI SEÇMELİ DERS AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,17 Aralık 2025 Çarşamba,14:20,15:00,Seçmeli Dersler - 11,,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI SEÇMELİ DERS AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,17 Aralık 2025 Çarşamba,15:10,15:50,Seçmeli Dersler - 11,,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI SEÇMELİ DERS AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,18 Aralık 2025 Perşembe,08:30,10:20,UYGULAMA,HÜCRE DİLİMİ,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI DÖNEM 1 UYGULAMA PROGRAMINA BAKINIZ,,,,,,
Dönem 1,18 Aralık 2025 Perşembe,10:30,12:20,UYGULAMA,HÜCRE DİLİMİ,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI DÖNEM 1 UYGULAMA PROGRAMINA BAKINIZ,,,,,,
Dönem 1,18 Aralık 2025 Perşembe,13:30,14:10,10-İmmunobiyofizik-Hücre farklılaşması açısından lenfosit modeli / Prof. Dr. Işıl ALBENİZ (Prof. Dr. Handan AKÇAKAYA),HÜCRE DİLİMİ / BİYOFİZİK AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,18 Aralık 2025 Perşembe,14:20,15:00,11-Hücre farklılaşmasının özgünlüğünü belirleyen moleküler mekanizmalar / Prof. Dr. Işıl ALBENİZ (Prof. Dr. Handan AKÇAKAYA),HÜCRE DİLİMİ / BİYOFİZİK AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,18 Aralık 2025 Perşembe,15:10,15:50,SERBEST ÇALIŞMA,,,,,,,,
Dönem 1,18 Aralık 2025 Perşembe,16:00,16:40,SERBEST ÇALIŞMA,,,,,,,,
Dönem 1,19 Aralık 2025 Cuma,08:30,09:10,SERBEST ÇALIŞMA,,,,,,,,
Dönem 1,19 Aralık 2025 Cuma,09:20,10:00,22-İnsan Genom Projesi veGenom veri tabanları / Prof.Dr. Çiğdem KEKİK ÇINAR (Prof. Dr. Çiğdem KEKİK ÇINAR),HÜCRE DİLİMİ / TIBBİ BİYOLOJİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,19 Aralık 2025 Cuma,10:30,12:20,UYGULAMA,HÜCRE DİLİMİ,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI DÖNEM 1 UYGULAMA PROGRAMINA BAKINIZ,,,,,,
Dönem 1,19 Aralık 2025 Cuma,14:00,15:50,UYGULAMA,HÜCRE DİLİMİ,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI DÖNEM 1 UYGULAMA PROGRAMINA BAKINIZ,,,,,,
Dönem 1,22 Aralık 2025 Pazartesi,08:30,10:20,UYGULAMA,HÜCRE DİLİMİ,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI DÖNEM 1 UYGULAMA PROGRAMINA BAKINIZ,,,,,,
Dönem 1,22 Aralık 2025 Pazartesi,10:30,12:20,UYGULAMA,HÜCRE DİLİMİ,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI DÖNEM 1 UYGULAMA PROGRAMINA BAKINIZ,,,,,,
Dönem 1,22 Aralık 2025 Pazartesi,13:30,14:10,17-İLETİŞİM BECERİLERİ 1 Özelliği olan (çocuk - yaşlı - engelli vb) hastalarla iletişim /  Doç. Dr. Ayşe Nilüfer ALÇALAR (Dr. Öğr. Üyesi Irmak Polat),DİKEY KORİDOR DİLİMİ / RUH SAĞLIĞI VE HASTALIKLARI AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,22 Aralık 2025 Pazartesi,14:20,15:00,18-İLETİŞİM BECERİLERİ 1 Zor diye tanımlanan hastalarla iletişim /  Doç. Dr. Ayşe Nilüfer ALÇALAR (Dr. Öğr. Üyesi Irmak Polat),DİKEY KORİDOR DİLİMİ / RUH SAĞLIĞI VE HASTALIKLARI AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,22 Aralık 2025 Pazartesi,15:10,15:50,23-Gen mutasyonları /  Prof.Dr. Fatma OĞUZ (Doç. Dr. Hayriye Şentürk ÇİFTÇİ),HÜCRE DİLİMİ / TIBBİ BİYOLOJİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,22 Aralık 2025 Pazartesi,16:00,16:40,24-Mutajen etkenler ve mutasyon tayin metotları / Prof. Dr. Sacide PEHLİVAN (Doç. Dr. Hayriye Şentürk ÇİFTÇİ),HÜCRE DİLİMİ / TIBBİ BİYOLOJİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,23 Aralık 2025 Salı,08.30,09.10,SERBEST ÇALIŞMA,,,,,,,,
Dönem 1,23 Aralık 2025 Salı,09:30,10.20,"ENTEGRE OTURUM - Geçmiş, Bugün ve Gelecekte Kök Hücre ve Tıp - Prof. Dr. Işıl ALBENİZ /  Prof.Dr. Fatma OĞUZ / Prof. Dr. Sevgi KALAYOĞLU BEŞIŞIK (İngilizce Tıp ile ortak ders)",HÜCRE DİLİMİ / BİYOFİZİK AD. - TIBBİ BİYOLOJİ AD. - İÇ HASTALIKLARI HEMATOLOJİ,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,23 Aralık 2025 Salı,10:30,12:20,UYGULAMA,HÜCRE DİLİMİ,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI DÖNEM 1 UYGULAMA PROGRAMINA BAKINIZ,,,,,,
Dönem 1,23 Aralık 2025 Salı,13:30,15:50,UYGULAMA,HÜCRE DİLİMİ,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI DÖNEM 1 UYGULAMA PROGRAMINA BAKINIZ,,,,,,
Dönem 1,24 Aralık 2025 Çarşamba,08:30,10:20,UYGULAMA,HÜCRE DİLİMİ,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI DÖNEM 1 UYGULAMA PROGRAMINA BAKINIZ,,,,,,
Dönem 1,24 Aralık 2025 Çarşamba,10:30,12:20,UYGULAMA,HÜCRE DİLİMİ,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI DÖNEM 1 UYGULAMA PROGRAMINA BAKINIZ,,,,,,
Dönem 1,24 Aralık 2025 Çarşamba,13:30,14:10,Seçmeli Dersler - 12,,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI SEÇMELİ DERS AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,24 Aralık 2025 Çarşamba,14:20,15:00,Seçmeli Dersler - 12,,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI SEÇMELİ DERS AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,24 Aralık 2025 Çarşamba,15:10,15:50,Seçmeli Dersler - 12,,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI SEÇMELİ DERS AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,25 Aralık 2025 Perşembe,08:30,10:20,UYGULAMA,HÜCRE DİLİMİ,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI DÖNEM 1 UYGULAMA PROGRAMINA BAKINIZ,,,,,,
Dönem 1,25 Aralık 2025 Perşembe,10:30,11:10,SERBEST ÇALIŞMA,,,,,,,,
Dönem 1,25 Aralık 2025 Perşembe,11.20,12.00,SERBEST ÇALIŞMA,,,,,,,,
Dönem 1,25 Aralık 2025 Perşembe,12:00,13:30,UZAKTAN EĞİTİM DİLİM SINAVLARI,TÜRK DİLİ-I + YABANCI UYRUKLULAR İÇİN TÜRK DİLİ-I + ATATÜRK İLKELERİ VE İNKLAP TARİHİ-I + YABANCI UYRUKLULAR İÇİN ATATÜRK İLKELERİ VE İNKLAP TARİHİ-I,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,25 Aralık 2025 Perşembe,13:30,14:30,UZAKTAN EĞİTİM DİLİM SINAVI,YABANCI DİL I,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,26 Aralık 2025 Cuma,09.00,09.40,1-ATP - RNA proteinler ve aminoasitler / Prof. Dr. Asuman GEDİKBAŞI (Öğr.Gör.Dr. Mehmet Cihan BALCI),HÜCRE DİLİMİ / ÇOCUK SAĞLIĞI VE HASTALIKLARI AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI DÖNEM 1 UYGULAMA PROGRAMINA BAKINIZ,,,,,,
Dönem 1,26 Aralık 2025 Cuma,10:30,12:20,UYGULAMA,HÜCRE DİLİMİ,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI DÖNEM 1 UYGULAMA PROGRAMINA BAKINIZ,,,,,,
Dönem 1,26 Aralık 2025 Cuma,10:00,13:00,SERBEST ÇALIŞMA (dönem2 sınav),,,,,,,,
Dönem 1,26 Aralık 2025 Cuma,14:00,15:50,UYGULAMA,HÜCRE DİLİMİ,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI DÖNEM 1 UYGULAMA PROGRAMINA BAKINIZ,,,,,,
Dönem 1,29 Aralık 2025 Pazartesi,08:30,10:20,UYGULAMA,HÜCRE DİLİMİ,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI DÖNEM 1 UYGULAMA PROGRAMINA BAKINIZ,,,,,,
Dönem 1,29 Aralık 2025 Pazartesi,10:30,11:10,5- Döllenme ve düzenleyicileri / Doç. Dr. Tuğba KOTİL (Doç. Dr. Elif KERVANCIOĞLU DEMİRCİ),HÜCRE DİLİMİ / HİSTOLOJİ VE EMBİRİYOLOJİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI DÖNEM 1 UYGULAMA PROGRAMINA BAKINIZ,,,,,,
Dönem 1,29 Aralık 2025 Pazartesi,11:20,12:00,6- Segmentasyon ve implantasyon /Doç. Dr. Tuğba KOTİL (Doç. Dr. Elif KERVANCIOĞLU DEMİRCİ),HÜCRE DİLİMİ / HİSTOLOJİ VE EMBİRİYOLOJİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI DÖNEM 1 UYGULAMA PROGRAMINA BAKINIZ,,,,,,
Dönem 1,29 Aralık 2025 Pazartesi,13:30,15:20,UYGULAMA,HÜCRE DİLİMİ,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI DÖNEM 1 UYGULAMA PROGRAMINA BAKINIZ,,,,,,
Dönem 1,30 Aralık 2025 Salı,08:30,09:10,19-İLETİŞİM BECERİLERİ 1 Tıpta kötü haber verme / Doç. Dr. Ayşe Nilüfer ALÇALAR (Dr. Öğr. Üyesi Irmak Polat),DİKEY KORİDOR DİLİMİ / RUH SAĞLIĞI VE HASTALIKLARI AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,30 Aralık 2025 Salı,09:20,10:00,20-İLETİŞİM BECERİLERİ 1 Kötü haber verme protokolleri / Doç. Dr. Ayşe Nilüfer ALÇALAR (Dr. Öğr. Üyesi Irmak Polat),DİKEY KORİDOR DİLİMİ / RUH SAĞLIĞI VE HASTALIKLARI AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,30 Aralık 2025 Salı,10:30,12:20,UYGULAMA,HÜCRE DİLİMİ,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI DÖNEM 1 UYGULAMA PROGRAMINA BAKINIZ,,,,,,
Dönem 1,30 Aralık 2025 Salı,13:30,15:20,UYGULAMA,HÜCRE DİLİMİ,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI DÖNEM 1 UYGULAMA PROGRAMINA BAKINIZ,,,,,,
Dönem 1,31 Aralık 2025 Çarşamba,08:30,12:20,SERBEST ÇALIŞMA,,,,,,,,
Dönem 1,31 Aralık 2025 Çarşamba,13:30,16:20,SERBEST ÇALIŞMA,,,,,,,,
Dönem 1,1 Ocak 2026 Perşembe,,,YILBAŞI TATİLİ,,,,,,,,
Dönem 1,2 Ocak 2026 Cuma,08:30,12:20,SERBEST ÇALIŞMA,,,,,,,,
Dönem 1,2 Ocak 2026 Cuma,14:00,15:30,SERBEST ÇALIŞMA ( dönem2 sınavı ),,,,,,,,
Dönem 1,5 Ocak 2026 Pazartesi,08:30,10:20,UYGULAMA,HÜCRE DİLİMİ,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI DÖNEM 1 UYGULAMA PROGRAMINA BAKINIZ,,,,,,
Dönem 1,5 Ocak 2026 Pazartesi,11:00,11:40,27-Hücre Yaşlanmasının hücresel temeli /  Prof.Dr. Fatma OĞUZ (Prof. Dr. Çiğdem KEKİK ÇINAR),HÜCRE DİLİMİ / TIBBİ BİYOLOJİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,5 Ocak 2026 Pazartesi,11:50,12:30,28-Programlı hücre ölümü /  Prof.Dr. Fatma OĞUZ (Prof. Dr. Selçuk DAŞDEMİR),HÜCRE DİLİMİ / TIBBİ BİYOLOJİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,5 Ocak 2026 Pazartesi,13:30,14:10,7- Gastrulasyon / Prof. Dr. Sibel KÖKTÜRK (Doç. Dr. Elif KERVANCIOĞLU DEMİRCİ),HÜCRE DİLİMİ / HİSTOLOJİ VE EMBİRİYOLOJİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,5 Ocak 2026 Pazartesi,14:20,15:00,8- Embriyonik yaprakların farklılaşması  / Prof. Dr. Sibel KÖKTÜRK (Doç. Dr. Elif KERVANCIOĞLU DEMİRCİ),HÜCRE DİLİMİ / HİSTOLOJİ VE EMBİRİYOLOJİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,5 Ocak 2026 Pazartesi,15:10,17.00,UYGULAMA,HÜCRE DİLİMİ,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI DÖNEM 1 UYGULAMA PROGRAMINA BAKINIZ,,,,,,
Dönem 1,6 Ocak 2026 Salı,08.30,10.20,Öğrenme Telafi,,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI DÖNEM 1 UYGULAMA PROGRAMINA BAKINIZ,,,,,,
Dönem 1,6 Ocak 2026 Salı,10:00,13:00,SERBEST ÇALIŞMA (dönem2 sınavı),,,,,,,,
Dönem 1,6 Ocak 2026 Salı,10:30,12:20,UYGULAMA,HÜCRE DİLİMİ,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI DÖNEM 1 UYGULAMA PROGRAMINA BAKINIZ,,,,,,
Dönem 1,6 Ocak 2026 Salı,13:30,14:10,12-Hücre gelişim ve farklılaşmasının moleküler esasları / Prof. Dr. Işıl ALBENİZ (Prof. Dr. Handan AKÇAKAYA),HÜCRE DİLİMİ / BİYOFİZİK AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,6 Ocak 2026 Salı,14:20,15:00,1-Embriyolojik  Terminoloji  / Prof. Dr. Sibel KÖKTÜRK (Doç. Dr. Tuğba KOTİL),HÜCRE DİLİMİ / HİSTOLOJİ VE EMBİRİYOLOJİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,6 Ocak 2026 Salı,15:10,15:50,2-İnsan embriyo gelişimini ve organogenezi düzenleyen moleküler mekanizmalar /  Prof. Dr. Sibel KÖKTÜRK (Doç. Dr. Tuğba KOTİL),HÜCRE DİLİMİ / HİSTOLOJİ VE EMBİRİYOLOJİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,6 Ocak 2026 Salı,16:00,16:40,SERBEST ÇALIŞMA,,,,,,,,
Dönem 1,7 Ocak 2026 Çarşamba,08:30,09.10,SERBEST ÇALIŞMA,,,,,,,,
Dönem 1,7 Ocak 2026 Çarşamba,09.20,10.00,SERBEST ÇALIŞMA,,,,,,,,
Dönem 1,7 Ocak 2026 Çarşamba,10.10,10.50,SERBEST ÇALIŞMA,,,,,,,,
Dönem 1,7 Ocak 2026 Çarşamba,11.00,11.40,25-Hücre döngüsü ve düzenlenmesi / Prof. Dr. Sacide PEHLİVAN (Prof. Dr. Selçuk DAŞDEMİR),HÜCRE DİLİMİ / TIBBİ BİYOLOJİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,7 Ocak 2026 Çarşamba,11.50,12:30,"26-Hücre farklılaşması ve mekanizmaları, epigenetik / Prof. Dr. Sacide PEHLİVAN (Doç. Dr. Hayriye ŞENTÜRK ÇİFTÇİ)",HÜCRE DİLİMİ / TIBBİ BİYOLOJİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,7 Ocak 2026 Çarşamba,13:30,15:20,"İLETİŞİM - Telafi, Tıbbi Biyokimya Telafi (YMT+Hücre Dilimi)",,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,7 Ocak 2026 Çarşamba,13:30,16:20,SERBEST ÇALIŞMA (dönem2 histoloji uygulama),,,,,,,,
Dönem 1,8 Ocak 2026 Perşembe,08:30,12:20,SERBEST ÇALIŞMA,,,,,,,,
Dönem 1,8 Ocak 2026 Perşembe,13:30,16:20,SERBEST ÇALIŞMA,,,,,,,,
Dönem 1,9 Ocak 2026 Cuma,08:30,09.50,SERBEST ÇALIŞMA,,,,,,,,
Dönem 1,9 Ocak 2026 Cuma,10.00,12.00,TELAFİ -Tıbbi Biyoloji (YMT+Hücre Dilimi),YAŞAMIN MOLEKÜLER TEMELLERİ DİLİMİ/HÜCRE DİLİMİ,,,,,,,
Dönem 1,9 Ocak 2026 Cuma,14:00,15:00,SERBEST ÇALIŞMA (dönem2 fizyoloji uygulama),,,,,,,,
Dönem 1,9 Ocak 2026 Cuma,10:00,12:00,SERBEST ÇALIŞMA (Dönem3 Sınav),,,,,,,,
Dönem 1,12 Ocak 2026 Pazartesi,12:00,13:30,UZAKTAN EĞİTİM FİNAL SINAVLARI,TÜRK DİLİ-I + YABANCI UYRUKLULAR İÇİN TÜRK DİLİ-I + ATATÜRK İLKELERİ VE İNKLAP TARİHİ-I + YABANCI UYRUKLULAR İÇİN ATATÜRK İLKELERİ VE İNKLAP TARİHİ-I + GÜZEL SANATLAR I,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,12 Ocak 2026 Pazartesi,13:30,14:30,UZAKTAN EĞİTİM FİNAL SINAVI,YABANCI DİL I,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,13 Ocak 2026 Salı,10:00,12:30,DİLİM SINAVI,YAŞAMIN MOLEKÜLER TEMELLERİ + HÜCRE + DİKEY KORİDOR (İLETİŞİM I),FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,14 Ocak 2026 Çarşamba,10:00,12:00,SERBEST ÇALIŞMA,,,,,,,,
Dönem 1,15 Ocak 2026 Perşembe,10:00,12:00,SERBEST ÇALIŞMA (Dönem3 Sınav),,,,,,,,
Dönem 1,16 Ocak 2026 Cuma,10:00,12:00,SERBEST ÇALIŞMA (Dönem3 Sınav),,,,,,,,
Dönem 1,19 Ocak 2026 Pazartesi,08:30,16:00,TIBBİ BİYOLOJİ UYGULAMA SINAVI,YAŞAMIN MOLEKÜLER TEMELLERİ + HÜCRE ,TIBBİ BİYOLOJİ ANABİLİM DALI UYGULAMA SALONU,,,,,,
Dönem 1,19 Ocak 2026 Pazartesi,15:00,16:00,TIBBİ BİYOKİMYA UYGULAMA SINAVI (SADECE ALTTAN ALANLAR İÇİN),YAŞAMIN MOLEKÜLER TEMELLERİ + HÜCRE ,TEMEL BİLİMLER BİNASI BİYOKİMYA UYGULAMA LABORATUVARI,,,,,,
Dönem 1,20 Ocak 2026 Salı,09:00,10:00,DÖNEM-1 TIBBA MERHABA (YARALI TAŞIMA TEKNİKLERİ UYGULAMA SINAVI) (YATAY GEÇİŞ ve ALTTAN ALANLAR için),Prof.Dr. Yavuz BOZFAKIOĞLU (Hulusi Behçet Kütüphanesi Giriş Kat),,,,,,,
